# A_input   D   A_output
0.03    0.05	0.265633
0.05    0.04	0.369273
0.10    0.0425	0.546969
0.15    0.04	0.609298
0.20    0.04	0.637864
0.25    0.0325	0.655516
0.30    0.0275	0.66947
0.40    0.0325	0.695675
0.50    0.0275	0.716335
1.00    0.0125	0.796876
2.00    0	0.910933
4.00    0	1.06712
10.00   0.0075	1.34571
