0	0.0251851	 1.57029
0.005	0.0256276	 1.56616
0.01	0.0262213	 -1.56537
0.015	0.0268491	 -1.56711
0.02	0.0390368	 0.880962
0.025	0.125912	 0.327403
0.03	0.367075	 0.335117
0.035	0.502311	 0.700174
0.04	0.53799	 0.97228
0.045	0.546011	 1.15594
0.05	0.531437	 1.33379
0.055	0.523494	 1.35946
0.06	0.51116	 1.4595
0.065	0.486955	 1.49177
0.07	0.476502	 1.51043
0.075	0.441077	 1.52385
0.08	0.440438	 1.56428
0.085	0.413341	 1.51424
0.09	0.391507	 1.54392
0.095	0.393032	 1.51374
0.1	0.367521	 1.53897
0.105	0.359849	 1.53443
0.11	0.333731	 1.56893
0.115	0.327129	 1.56384
0.12	0.319353	 1.55939
0.125	0.305791	 -1.55527
0.13	0.298432	 1.54361
0.135	0.297031	 -1.55708
0.14	0.276873	 1.56567
0.145	0.26629	 -1.54019
0.15	0.251973	 -1.53258
0.155	0.251882	 1.56113
0.16	0.250244	 1.55192
0.165	0.235226	 -1.56146
0.17	0.22567	 -1.56558
0.175	0.2329	 -1.56166
0.18	0.220005	 1.52257
0.185	0.214601	 -1.53488
0.19	0.215008	 -1.55959
0.195	0.20147	 1.56415
0.2	0.20894	 1.56431
0.205	0.1958	 -1.55972
0.21	0.186702	 1.54417
0.215	0.180295	 1.55957
0.22	0.182943	 1.55482
0.225	0.179403	 1.54755
0.23	0.17054	 -1.55602
0.235	0.168894	 1.52533
0.24	0.16242	 1.55981
0.245	0.162002	 1.56859
