0	0.0251851	 1.57029
0.005	0.025574	 1.56997
0.01	0.0261328	 1.57045
0	0.0251851	 1.57029
0.005	0.025538	 1.56963
0.01	0.0263331	 -1.56883
0.015	0.0268665	 -1.56699
0.02	0.0426791	 0.934371
0.025	0.143714	 0.337485
0.03	0.306371	 0.452678
0.035	0.524234	 0.747954
0.04	0.514302	 0.97754
0.045	0.530399	 1.18312
0.05	0.528347	 1.25325
0.055	0.523002	 1.43555
0.06	0.497397	 1.43597
0.065	0.464311	 1.47454
0.07	0.473199	 1.47723
0.075	0.459891	 1.50615
0.08	0.426395	 -1.56658
0.085	0.407936	 1.4772
0.09	0.385782	 1.52064
0.095	0.383455	 1.54398
0.1	0.363943	 1.54313
0.105	0.351737	 1.5398
0.11	0.344249	 1.54505
0.115	0.324588	 1.52973
0.12	0.313879	 1.55574
0.125	0.301487	 1.55414
0.13	0.291046	 1.53827
0.135	0.284039	 1.54475
0.14	0.269579	 1.5623
0.145	0.264764	 -1.56919
0.15	0.260361	 1.56361
0.155	0.253616	 1.56419
0.16	0.246363	 -1.56913
0.165	0.235915	 1.55422
0.17	0.226906	 1.55614
0.175	0.228139	 1.52734
0.18	0.217535	 -1.564
0.185	0.211294	 -1.55787
0.19	0.204186	 -1.56728
0.195	0.200635	 -1.56627
0.2	0.198337	 1.56468
0.205	0.196133	 1.54413
0.21	0.184953	 -1.52859
0.215	0.184969	 -1.5637
0.22	0.175495	 1.54029
0.225	0.175342	 1.55838
0.23	0.168387	 1.5576
0.235	0.169613	 -1.5557
0.24	0.175298	 1.56084
0.245	0.168175	 -1.5569
