0	11.2058
1	14.6862
2	8.63407
3	-1.68178
4	-8.34173
5	-7.0457
6	-0.119247
7	5.97497
8	6.24681
9	1.10702
10	-4.5018
11	-5.69003
12	-1.79063
13	3.39637
14	5.22293
15	2.30195
16	-2.48711
17	-4.78725
18	-2.69166
19	1.70189
20	4.35754
21	2.98391
22	-1.00635
23	-3.92255
24	-3.19202
25	0.383136
26	3.4781
27	3.32447
28	0.176578
29	-3.02397
30	-3.38744
31	-0.677084
32	2.56226
33	3.38608
34	1.12022
35	-2.09651
36	-3.32519
37	-1.50655
38	1.63118
39	3.20954
40	1.83604
41	-1.17122
42	-3.04407
43	-2.10857
44	0.721898
45	2.834
46	2.32414
47	-0.288489
48	-2.58483
49	-2.48312
50	-0.123813
51	2.30236
52	2.58635
53	0.510071
54	-1.99262
55	-2.63521
56	-0.865709
57	1.66182
58	2.6317
59	1.18662
60	-1.31628
61	-2.5784
62	-1.46923
63	0.962354
64	2.47849
65	1.71061
66	-0.606326
67	-2.33571
68	-1.90847
69	0.254337
70	2.15432
71	2.06123
72	0.0877153
73	-1.93903
74	-2.16807
75	-0.414256
76	1.69495
77	2.22888
78	0.72012
79	-1.42749
80	-2.24431
81	-1.00062
82	1.14227
83	2.21571
84	1.25163
85	-0.845056
86	-2.14514
87	-1.46962
88	0.54165
89	2.03529
90	1.65172
91	-0.237792
92	-1.88945
93	-1.79575
94	-0.0609261
95	1.71145
96	1.90025
97	0.34915
98	-1.50555
99	-1.96449
100	-0.621853
101	1.27642
102	1.98846
103	0.87441
104	-1.029
105	-1.97286
106	-1.10267
107	0.768423
108	1.91909
109	1.30303
110	-0.499955
111	-1.82921
112	-1.47246
113	0.22886
114	1.70584
115	1.60858
116	0.0396718
117	-1.5522
118	-1.70966
119	-0.300617
120	1.37196
121	1.77466
122	0.549208
123	-1.16918
124	-1.80321
125	-0.78101
126	0.948286
127	1.79563
128	0.991996
129	-0.713905
130	-1.75292
131	-1.17861
132	0.47083
133	1.67668
134	1.33783
135	-0.223914
136	-1.56912
137	-1.46721
138	-0.0220191
139	1.43298
140	1.56489
141	0.262262
142	-1.27149
143	-1.62968
144	-0.492308
145	1.0883
146	1.66099
147	0.70793
148	-0.887364
149	-1.65891
150	-0.905257
151	0.672932
152	1.62413
153	1.08083
154	-0.449412
155	-1.55797
156	-1.23168
157	0.221306
158	1.46231
159	1.35535
160	0.00687647
161	-1.33955
162	-1.44994
163	-0.230708
164	1.19257
165	1.51415
166	0.445919
167	-1.02468
168	-1.54728
169	-0.648481
170	0.839496
171	1.54924
172	0.834674
173	-0.640936
174	-1.52052
175	-1.00115
176	0.433093
177	1.46221
178	1.14501
179	-0.220177
180	-1.37594
181	-1.26382
182	0.00642397
183	1.26385
184	1.35566
185	0.203978
186	-1.12856
187	-1.41919
188	-0.406974
189	0.973077
190	1.45361
191	0.598711
192	-0.800757
193	-1.4587
194	-0.775614
195	0.615233
196	1.43481
197	0.934448
198	-0.420338
199	-1.38285
200	-1.07238
201	0.220032
202	1.30426
203	1.18701
204	-0.0183178
205	-1.20098
206	-1.27643
207	-0.180827
208	1.07537
209	1.33926
210	0.373534
211	-0.930232
212	-1.37464
213	-0.556112
214	0.768686
215	1.38226
216	0.725117
217	-0.594132
218	-1.36236
219	-0.877416
220	0.410179
221	1.3157
222	1.01024
223	-0.220568
224	-1.24356
225	-1.12125
226	0.0291033
227	1.1477
228	1.20854
229	0.160424
230	-1.03031
231	-1.2707
232	-0.34431
233	0.893989
234	1.30684
235	0.519008
236	-0.741654
237	-1.31658
238	-0.681193
239	0.576509
240	1.30005
241	0.827828
242	-0.401969
243	-1.25791
244	-0.956216
245	0.221588
246	1.1913
247	1.06405
248	-0.0389932
249	-1.10184
250	-1.14945
251	-0.142189
252	0.99155
253	1.211
254	0.318402
255	-0.862863
256	-1.24777
257	-0.486227
258	0.718532
259	1.25931
260	0.642449
261	-0.561585
262	-1.2457
263	-0.784118
264	0.395264
265	1.20749
266	0.908602
267	-0.222961
268	-1.1457
269	-1.01364
270	0.0481443
271	1.06183
272	1.09736
273	0.125704
274	-0.95777
275	-1.15835
276	-0.295161
277	0.835796
278	1.19565
279	0.456922
280	-0.698513
281	-1.20878
282	-0.607874
283	0.548798
284	1.19773
285	0.745146
286	-0.389744
287	-1.16298
288	-0.866166
289	0.224593
290	1.10546
291	0.968709
292	-0.0566749
293	-1.02655
294	-1.05094
295	-0.11066
296	0.928012
297	1.11142
298	0.274105
299	-0.812007
300	-1.1492
