0	0.0125139	1.5703	1.20371e-35	4.93038e-32	0.0125139	6.26853e-06
0.0025	0.0126325	1.56844	1.00642e-08	3.01322e-06	0.0138838	3.03336e-05
0.005	0.0127318	1.56719	2.13024e-08	5.82261e-06	0.0141201	4.89374e-05
0.0075	0.0129093	1.56424	6.78946e-08	2.11464e-05	0.0143209	8.9538e-05
0.01	0.0131577	1.56328	1.88342e-07	2.47335e-05	0.0145893	0.00010792
0.0125	0.0131839	1.55626	1.75305e-07	0.000108924	0.0146411	0.000202812
0.015	0.0134115	1.55733	3.23566e-07	8.373e-05	0.0148741	0.000200738
0.0175	0.0136433	1.56829	5.25111e-07	5.32991e-05	0.0151307	5.43178e-05
0.02	0.0143689	1.51376	2.55621e-06	0.00434758	0.015647	0.00113869
0.0225	0.0205343	0.556006	6.03771e-05	0.92334	0.00889125	0.0178259
0.025	0.0496288	0.461892	0.00119169	1.01066	0.0183754	0.0458489
0.0275	0.0442647	0.563811	0.000799668	0.767127	0.0254325	0.0418905
0.03	0.0837757	0.296536	0.00402016	1.13782	0.0266351	0.0843936
0.0325	0.139486	0.193329	0.0127958	1.2448	0.0288156	0.144801
0.035	0.215063	0.429642	0.0323644	0.792699	0.092989	0.208392
0.0375	0.341582	0.606957	0.0857689	0.549615	0.202977	0.300376
0.04	0.369273	0.813113	0.0960522	0.380596	0.285984	0.272258
0.0425	0.336784	1.06557	0.0740452	0.304182	0.322134	0.190338
0.045	0.356413	1.13878	0.0795527	0.295243	0.354302	0.166225
0.0475	0.365774	1.12532	0.0800857	0.278933	0.364678	0.173637
0.05	0.345831	1.26886	0.067396	0.302244	0.365801	0.120459
0.0525	0.347504	1.3581	0.0650327	0.329402	0.375962	0.085718
0.055	0.365966	1.38369	0.0697767	0.329088	0.396854	0.0762164
0.0575	0.344902	1.43087	0.0586775	0.343282	0.380884	0.0556768
0.06	0.323896	1.43638	0.0493096	0.333114	0.358406	0.0485615
0.0625	0.306967	1.45111	0.0425878	0.329327	0.340464	0.0416091
0.065	0.311681	1.52223	0.0422604	0.364809	0.34522	0.0194514
0.0675	0.293654	1.45084	0.0363972	0.306004	0.325505	0.0369301
0.07	0.286261	1.54142	0.0336002	0.353619	0.318651	0.0121976
0.0725	0.280052	1.48737	0.0313057	0.306574	0.31079	0.024685
0.075	0.276396	1.53853	0.0296645	0.328973	0.307242	0.0114415
0.0775	0.266023	1.49311	0.0271311	0.290825	0.295628	0.0221014
0.08	0.246684	1.5115	0.023951	0.292566	0.275647	0.0168993
0.0825	0.232014	1.51415	0.0219868	0.285512	0.259105	0.0145986
0.085	0.235942	1.44805	0.0216548	0.244577	0.259833	0.0309176
0.0875	0.224841	1.49487	0.0203402	0.259656	0.249908	0.0204294
0.09	0.222178	1.52033	0.0196596	0.265964	0.246749	0.0134465
0.0925	0.213095	1.5141	0.0188085	0.25572	0.237283	0.0135311
0.095	0.214586	1.51618	0.0183701	0.250253	0.237853	0.0131235
0.0975	0.211975	1.54031	0.0178412	0.256608	0.235595	0.00771393
0.1	0.206557	1.52508	0.0173061	0.242484	0.229851	0.010234
0.1025	0.19299	1.51998	0.0169002	0.234244	0.215676	0.0109688
0.105	0.189475	1.53599	0.0165662	0.236574	0.210875	0.00764767
0.1075	0.192252	1.55642	0.0161431	0.241608	0.213303	0.00357549
0.11	0.179862	1.5441	0.0161086	0.230012	0.201116	0.00520743
0.1125	0.180181	1.53007	0.0157493	0.218454	0.200055	0.00787808
0.115	0.168836	1.53193	0.0159498	0.214641	0.188709	0.00735293
0.1175	0.173915	1.51476	0.0153548	0.20293	0.192418	0.0106658
0.12	0.165219	1.53496	0.0155168	0.207241	0.184291	0.00684555
0.1225	0.167788	1.5363	0.0150549	0.203671	0.186112	0.00643423
0.125	0.153744	1.52255	0.0157352	0.194057	0.172152	0.00801578
0.1275	0.15656	1.54179	0.0152112	0.198165	0.173688	0.00531322
0.13	0.156284	1.54022	0.0149452	0.193779	0.173546	0.00532064
0.1325	0.151724	1.53754	0.0150258	0.189114	0.168962	0.00550118
0.135	0.146038	1.55366	0.0152467	0.192297	0.162897	0.00300428
0.1375	0.140239	1.54244	0.015534	0.184298	0.156442	0.00429469
0.14	0.148493	1.51578	0.0145009	0.171383	0.163865	0.00860898
0.1425	0.136679	1.5045	0.0153651	0.164827	0.152714	0.00994324
0.145	0.136646	1.5349	0.0151083	0.172192	0.15181	0.00592574
0.1475	0.133605	1.53604	0.0151773	0.169733	0.148697	0.00522593
0.15	0.133679	1.53287	0.0149212	0.165862	0.148338	0.00573685
0.1525	0.135605	1.53977	0.0144827	0.165598	0.150367	0.00476516
0.155	0.128115	1.55199	0.0150524	0.167402	0.143099	0.00287338
0.1575	0.123261	1.5355	0.0153857	0.158998	0.137418	0.00463405
0.16	0.117916	1.50749	0.0158191	0.148074	0.13137	0.00784131
0.1625	0.122695	1.53643	0.0149884	0.154516	0.135741	0.00491203
0.165	0.118349	1.52829	0.0152934	0.149644	0.131816	0.00551759
0.1675	0.116241	1.52328	0.0153345	0.145952	0.129273	0.00610712
