0	0.0516694	1.57027	1.92593e-34	4.93038e-32	0.0516694	2.74141e-05
0.0025	0.0523312	1.57017	2.19653e-07	3.89513e-08	0.0574981	3.56807e-05
0.005	0.0530145	1.57043	7.5985e-07	5.95178e-08	0.0587643	2.28332e-05
0.0075	0.0538609	1.56933	1.96676e-06	8.44017e-07	0.0597373	8.13408e-05
0.01	0.0550822	1.49305	5.12227e-06	0.00738434	0.0605175	0.00433292
0.0125	0.0886045	0.686076	0.00107319	0.633797	0.0608084	0.0693713
0.015	0.205068	0.317288	0.0185358	1.11764	0.0690987	0.201925
0.0175	0.406343	0.321109	0.0959787	0.972297	0.133148	0.40544
0.02	0.56282	0.37814	0.186625	0.784464	0.220689	0.563629
0.0225	0.602651	0.539332	0.197585	0.533638	0.331655	0.573394
0.025	0.618624	0.624553	0.191167	0.42029	0.394592	0.558663
0.0275	0.624625	0.745099	0.179326	0.322982	0.462641	0.514616
0.03	0.627771	0.827451	0.167536	0.27344	0.508429	0.476303
0.0325	0.632746	0.934464	0.158548	0.242302	0.5597	0.423631
0.035	0.633162	1.01173	0.148217	0.231112	0.592529	0.378038
0.0375	0.635821	1.10221	0.140366	0.235955	0.626059	0.324714
0.04	0.637864	1.16611	0.133139	0.243772	0.648941	0.283593
0.0425	0.637308	1.23225	0.125478	0.259369	0.665796	0.239943
0.045	0.635497	1.2908	0.118059	0.27685	0.677219	0.199588
0.0475	0.633681	1.31348	0.111386	0.276145	0.68052	0.181221
0.05	0.630008	1.38118	0.104617	0.3061	0.686678	0.136877
0.0525	0.628062	1.42306	0.0991316	0.321898	0.689763	0.106176
0.055	0.622543	1.43391	0.0928782	0.315811	0.685525	0.0955258
0.0575	0.621384	1.42839	0.0886246	0.298789	0.683596	0.0977184
0.06	0.618108	1.48004	0.0840517	0.323913	0.683915	0.0657879
0.0625	0.615879	1.48037	0.0801575	0.3117	0.681727	0.0621935
0.065	0.610767	1.50476	0.0757644	0.318072	0.677603	0.0465254
0.0675	0.606649	1.50946	0.071988	0.310173	0.67321	0.0418124
0.07	0.602807	1.49496	0.0685705	0.28933	0.668364	0.0498337
0.0725	0.598444	1.50627	0.0652921	0.287311	0.664011	0.0435581
0.075	0.593632	1.52607	0.0621684	0.291565	0.659428	0.0308976
0.0775	0.585096	1.50707	0.0585863	0.269891	0.649805	0.0403335
0.08	0.583382	1.52456	0.0565086	0.272911	0.647737	0.0309914
0.0825	0.579179	1.54098	0.0541505	0.275628	0.643633	0.0204077
