# t	x	gauss
0	0	0.0536743
0.251327	0.078807	0.0536743
0.502655	0.120377	-0.003246
0.753982	0.275105	0.0997797
1.00531	0.518889	0.154742
1.25664	0.552614	-0.0867057
1.50796	0.740364	0.0661434
1.75929	0.734425	-0.115151
2.01062	0.646421	-0.198158
2.26195	0.834778	0.0686475
2.51327	0.968643	0.0451317
2.7646	1.13468	0.125874
3.01593	1.18445	0.106621
3.26726	1.13853	0.0488953
3.51858	0.86608	-0.212813
3.76991	1.01748	0.0718722
4.02124	1.10734	0.0737467
4.27257	0.99505	-0.0744702
4.52389	0.974111	-0.0485416
4.77522	0.924317	-0.0874385
5.02655	0.840173	-0.143109
5.27788	0.892263	-0.0351462
5.5292	1.25067	0.287559
5.78053	1.02356	-0.0749038
6.03186	1.13946	0.103032
6.28319	1.03612	-0.0430281
6.53451	0.851731	-0.190369
6.78584	0.941553	0.00591784
7.03717	1.01128	0.0177443
7.28849	0.784654	-0.245993
7.53982	0.890364	0.00478836
7.79115	0.897625	-0.0642483
8.04248	0.858328	-0.108256
8.2938	0.876647	-0.063606
8.54513	0.661786	-0.290997
8.79646	0.699256	-0.0811429
9.04779	0.740069	-0.07413
9.29911	1.03956	0.190229
9.55044	0.997622	-0.0459879
9.80177	1.03042	0.00647924
10.0531	1.15686	0.117307
10.3044	0.947327	-0.136298
10.5558	0.767824	-0.229056
10.8071	0.798656	-0.0735046
11.0584	0.954016	0.0575362
11.3097	0.842589	-0.158102
11.5611	0.814005	-0.115137
11.8124	0.847605	-0.0605558
12.0637	0.944745	0.0120276
12.315	1.1229	0.127513
12.5664	0.909046	-0.165354
12.8177	0.961129	-0.0127181
13.069	1.10076	0.0960904
13.3204	1.15981	0.0924785
13.5717	1.08962	0.00529022
13.823	1.25491	0.191444
14.0743	1.04978	-0.0489713
14.3257	1.15362	0.105633
14.577	0.912848	-0.16998
14.8283	0.918154	-0.0580714
15.0796	0.949867	-0.0296446
15.331	0.936157	-0.0621763
15.5823	1.18633	0.195964
15.8336	1.1415	0.0514984
16.085	1.18919	0.109491
16.3363	1.34213	0.251594
16.5876	1.25414	0.157171
16.8389	1.18868	0.0899802
17.0903	1.23236	0.141923
17.3416	0.906037	-0.190794
17.5929	0.891692	-0.0802565
17.8442	0.921362	-0.0413746
18.0956	0.855694	-0.125785
18.3469	0.925572	-0.012841
18.5982	1.04549	0.0614536
18.8496	1.21968	0.173511
19.1009	1.06399	-0.0313433
19.3522	1.169	0.115203
19.6035	1.07038	-0.0160521
19.8549	1.37286	0.316555
20.1062	1.25184	0.159118
20.3575	1.12759	0.0290506
20.6088	1.19588	0.120092
20.8602	1.10603	0.0143032
21.1115	1.2761	0.207014
21.3628	0.82864	-0.271037
21.6142	0.880493	-0.0385341
21.8655	0.850421	-0.10493
22.1168	1.0811	0.146389
22.3681	0.964125	-0.0962416
22.6195	1.21336	0.207037
22.8708	1.03266	-0.0618131
23.1221	1.26759	0.227036
23.3734	1.04268	-0.0567291
23.6248	1.1502	0.105241
23.8761	1.12155	0.0395806
24.1274	1.16797	0.0939816
24.3788	1.18062	0.0944208
24.6301	0.968786	-0.120091
24.8814	1.16254	0.153666
25.1327	1.08759	0.00262274
25.3841	0.929037	-0.133696
25.6354	0.79445	-0.191675
25.8867	0.835208	-0.0580138
26.1381	0.868589	-0.0552257
26.3894	0.898192	-0.0491254
26.6407	0.877415	-0.0895259
26.892	1.0771	0.123813
27.1434	0.887842	-0.17103
27.3947	0.825782	-0.13443
27.646	0.938856	0.0219349
27.8973	0.901621	-0.0903315
28.1487	1.00656	0.037428
28.4	0.943408	-0.0849473
28.6513	0.92017	-0.0744377
28.9027	0.828617	-0.152125
29.154	0.789722	-0.129283
29.4053	0.844697	-0.0448428
29.6566	0.724346	-0.206293
29.908	0.921155	0.0851556
30.1593	1.14877	0.167427
30.4106	0.922432	-0.159165
30.6619	0.890761	-0.0913622
30.9133	0.928655	-0.033467
31.1646	0.909095	-0.0767959
